source_ip,target_ip,weight
23.155.14.218,250.125.218.174,1.54164144148e-05
97.78.70.17,250.125.218.174,6.8795476674e-06
71.50.188.66,250.125.218.174,1.30765926263e-05
208.64.203.132,250.125.218.174,1.00307057261e-05
74.226.124.121,250.125.218.174,1.41981663085e-05
148.170.27.97,250.125.218.174,1.04344867057e-05
175.112.91.200,250.125.218.174,1.79928313642e-05
15.42.17.122,250.125.218.174,1.00646640081e-05
197.10.128.130,250.125.218.174,1.78692414541e-05
99.154.33.52,250.125.218.174,1.27415248098e-05
174.180.184.41,250.125.218.174,1.44415838256e-05
106.243.131.241,250.125.218.174,1.81880513317e-05
75.184.50.45,250.125.218.174,6.0744770407e-06
145.27.170.115,250.125.218.174,2.5242406346e-06
122.63.218.42,250.125.218.174,2.4246330891e-06
215.77.50.248,250.125.218.174,1.66472998794e-05
144.110.197.66,250.125.218.174,1.89454773616e-05
248.142.24.28,250.125.218.174,1.50127656409e-05
95.153.133.113,250.125.218.174,1.27336545219e-05
116.189.188.203,250.125.218.174,7.1433842189e-06
77.172.254.15,250.125.218.174,1.61240546408e-05
187.250.182.8,250.125.218.174,1.08864980338e-05
235.92.48.79,250.125.218.174,1.37645155236e-05
33.109.70.69,250.125.218.174,1.62921368427e-05
12.99.78.71,250.125.218.174,1.98244332166e-05
78.136.154.80,250.125.218.174,1.1560668254e-06
130.89.82.228,250.125.218.174,4.3964841255e-06
238.36.13.89,250.125.218.174,6.5337064995e-06
112.105.93.54,250.125.218.174,8.5536821114e-06
1.221.242.237,250.125.218.174,7.910436599e-06
151.27.30.177,250.125.218.174,1.81331245461e-05
79.244.204.112,176.69.30.9,1.85355470204e-05
131.180.154.92,176.69.30.9,9.1311561322e-06
81.234.170.132,176.69.30.9,1.50402617551e-05
132.111.224.167,176.69.30.9,8.1922564986e-06
52.35.123.120,176.69.30.9,3.3393768306e-06
31.224.97.129,176.69.30.9,1.04155585191e-05
124.16.181.229,176.69.30.9,1.22298959871e-05
246.14.57.42,176.69.30.9,1.31072875029e-05
119.28.244.75,176.69.30.9,1.99026830167e-05
23.155.14.218,176.69.30.9,5.1093124509e-06
97.78.70.17,176.69.30.9,1.5931571951e-05
71.50.188.66,176.69.30.9,9.2248844847e-06
208.64.203.132,176.69.30.9,1.9877920942e-06
74.226.124.121,176.69.30.9,1.28565419653e-05
148.170.27.97,176.69.30.9,1.08290403554e-05
175.112.91.200,176.69.30.9,1.77000951524e-05
15.42.17.122,176.69.30.9,7.2368529032e-06
197.10.128.130,176.69.30.9,1.64789432909e-05
99.154.33.52,176.69.30.9,1.02266352734e-05
174.180.184.41,176.69.30.9,1.10413577872e-05
106.243.131.241,176.69.30.9,9.0150015478e-06
75.184.50.45,176.69.30.9,1.74127524028e-05
145.27.170.115,176.69.30.9,1.99571881443e-05
122.63.218.42,176.69.30.9,9.7689998185e-06
215.77.50.248,176.69.30.9,3.641283543e-06
144.110.197.66,176.69.30.9,5.2460929698e-06
248.142.24.28,176.69.30.9,1.18722491543e-05
95.153.133.113,176.69.30.9,1.89812429586e-05
116.189.188.203,176.69.30.9,9.0498317166e-06
77.172.254.15,176.69.30.9,4.5077558249e-06
187.250.182.8,176.69.30.9,1.73269004356e-05
235.92.48.79,176.69.30.9,8.9757715655e-06
33.109.70.69,176.69.30.9,5.5155904989e-06
12.99.78.71,176.69.30.9,1.27761274136e-05
78.136.154.80,176.69.30.9,9.0964335916e-06
130.89.82.228,176.69.30.9,1.55012360127e-05
238.36.13.89,176.69.30.9,3.2719505298e-06
112.105.93.54,176.69.30.9,1.88085154806e-05
1.221.242.237,176.69.30.9,2.9551638301e-06
151.27.30.177,176.69.30.9,4.8466214403e-06
79.244.204.112,250.137.154.10,6.1544740198e-06
131.180.154.92,250.137.154.10,6.3676571245e-06
81.234.170.132,250.137.154.10,1.76633732909e-05
132.111.224.167,250.137.154.10,9.7886835311e-06
52.35.123.120,250.137.154.10,1.25106131165e-05
31.224.97.129,250.137.154.10,1.37733332501e-05
124.16.181.229,250.137.154.10,1.22668614653e-05
246.14.57.42,250.137.154.10,1.05164179197e-05
119.28.244.75,250.137.154.10,1.16672425786e-05
23.155.14.218,250.137.154.10,1.52952147288e-05
97.78.70.17,250.137.154.10,1.15141870083e-05
71.50.188.66,250.137.154.10,1.43560285769e-05
208.64.203.132,250.137.154.10,1.64673198707e-05
74.226.124.121,250.137.154.10,1.07142871438e-05
148.170.27.97,250.137.154.10,1.42999731216e-05
175.112.91.200,250.137.154.10,1.27615965228e-05
15.42.17.122,250.137.154.10,8.7877270841e-06
197.10.128.130,250.137.154.10,1.45854424073e-05
99.154.33.52,250.137.154.10,1.86138222544e-05
174.180.184.41,250.137.154.10,5.9462574904e-06
106.243.131.241,250.137.154.10,1.84262507435e-05
75.184.50.45,250.137.154.10,2.4188456704e-06
145.27.170.115,250.137.154.10,1.58723349905e-05
122.63.218.42,250.137.154.10,6.02983434e-06
215.77.50.248,250.137.154.10,1.14836607306e-05
144.110.197.66,250.137.154.10,1.97011312319e-05
248.142.24.28,250.137.154.10,6.4103926926e-06
95.153.133.113,250.137.154.10,3.7313244198e-06
116.189.188.203,250.137.154.10,1.90934911204e-05
77.172.254.15,250.137.154.10,1.1619904981e-06
187.250.182.8,250.137.154.10,5.3595624746e-06
235.92.48.79,250.137.154.10,9.9327084327e-06
33.109.70.69,250.137.154.10,1.19306153543e-05
12.99.78.71,250.137.154.10,1.00224651922e-05
78.136.154.80,250.137.154.10,1.7737075525e-05
130.89.82.228,250.137.154.10,1.61783257785e-05
238.36.13.89,250.137.154.10,8.038641432e-06
112.105.93.54,250.137.154.10,8.4262175868e-06
1.221.242.237,250.137.154.10,1.87969705128e-05
151.27.30.177,250.137.154.10,1.05634235713e-05
79.244.204.112,19.45.187.167,1.79128456146e-05
131.180.154.92,19.45.187.167,5.2065687473e-06
81.234.170.132,19.45.187.167,1.15401222051e-05
132.111.224.167,19.45.187.167,1.73419833041e-05
52.35.123.120,19.45.187.167,1.60732394679e-05
31.224.97.129,19.45.187.167,1.1349399972e-05
124.16.181.229,19.45.187.167,1.73219694218e-05
246.14.57.42,19.45.187.167,7.0911186236e-06
119.28.244.75,19.45.187.167,1.29635429307e-05
23.155.14.218,19.45.187.167,4.8044855199e-06
97.78.70.17,19.45.187.167,1.97800589728e-05
71.50.188.66,19.45.187.167,1.7478771809e-05
208.64.203.132,19.45.187.167,3.9070809882e-06
74.226.124.121,19.45.187.167,1.78863214007e-05
148.170.27.97,19.45.187.167,1.71552042653e-05
175.112.91.200,19.45.187.167,1.3966976046e-05
15.42.17.122,19.45.187.167,2.4442457439e-06
197.10.128.130,19.45.187.167,1.12804211875e-05
99.154.33.52,19.45.187.167,9.4919711837e-06
174.180.184.41,19.45.187.167,1.4594530229e-05
106.243.131.241,19.45.187.167,1.0337024411e-06
75.184.50.45,19.45.187.167,1.6600410495e-06
145.27.170.115,19.45.187.167,7.2326855814e-06
122.63.218.42,19.45.187.167,6.2077444476e-06
215.77.50.248,19.45.187.167,4.7590758095e-06
144.110.197.66,19.45.187.167,4.7703807859e-06
248.142.24.28,19.45.187.167,5.4643323192e-06
95.153.133.113,19.45.187.167,4.5082945493e-06
116.189.188.203,19.45.187.167,9.0766448375e-06
77.172.254.15,19.45.187.167,3.4304695988e-06
187.250.182.8,19.45.187.167,1.77833525987e-05
235.92.48.79,19.45.187.167,1.62392897802e-05
33.109.70.69,19.45.187.167,1.99719257609e-05
12.99.78.71,19.45.187.167,5.6300571043e-06
78.136.154.80,19.45.187.167,9.0175127448e-06
130.89.82.228,19.45.187.167,1.31657873918e-05
238.36.13.89,19.45.187.167,1.93274576063e-05
112.105.93.54,19.45.187.167,1.59689644992e-05
1.221.242.237,19.45.187.167,1.34361332527e-05
151.27.30.177,19.45.187.167,1.482157149e-06
79.244.204.112,143.46.59.239,1.46039547525e-05
131.180.154.92,143.46.59.239,6.3125276984e-06
81.234.170.132,143.46.59.239,1.2930990498e-06
132.111.224.167,143.46.59.239,5.3752746784e-06
52.35.123.120,143.46.59.239,1.80332604159e-05
31.224.97.129,143.46.59.239,7.7874885152e-06
124.16.181.229,143.46.59.239,7.7540466629e-06
246.14.57.42,143.46.59.239,4.1342274643e-06
119.28.244.75,143.46.59.239,9.5665291246e-06
23.155.14.218,143.46.59.239,1.75735519993e-05
97.78.70.17,143.46.59.239,3.6173331605e-06
71.50.188.66,143.46.59.239,1.92488238637e-05
208.64.203.132,143.46.59.239,5.8788446566e-06
74.226.124.121,143.46.59.239,6.4024155283e-06
148.170.27.97,143.46.59.239,4.4026101374e-06
175.112.91.200,143.46.59.239,1.06821686771e-05
15.42.17.122,143.46.59.239,1.3080022663e-05
197.10.128.130,143.46.59.239,2.6823485325e-06
99.154.33.52,143.46.59.239,1.3215356567e-05
174.180.184.41,143.46.59.239,1.5673098214e-05
106.243.131.241,143.46.59.239,1.24714547847e-05
75.184.50.45,143.46.59.239,1.9985820589e-05
145.27.170.115,143.46.59.239,2.9407924238e-06
122.63.218.42,143.46.59.239,9.2683579875e-06
215.77.50.248,143.46.59.239,8.7029951051e-06
144.110.197.66,143.46.59.239,1.40978083016e-05
248.142.24.28,143.46.59.239,1.43505372475e-05
95.153.133.113,143.46.59.239,1.5594762614e-05
116.189.188.203,143.46.59.239,7.6546836616e-06
77.172.254.15,143.46.59.239,1.96098689841e-05
187.250.182.8,143.46.59.239,1.16175574291e-05
235.92.48.79,143.46.59.239,7.0468740462e-06
33.109.70.69,143.46.59.239,1.27798386958e-05
12.99.78.71,143.46.59.239,1.54685503264e-05
78.136.154.80,143.46.59.239,1.72534999395e-05
130.89.82.228,143.46.59.239,1.47228909492e-05
238.36.13.89,143.46.59.239,3.4340158758e-06
112.105.93.54,143.46.59.239,1.58087015834e-05
1.221.242.237,143.46.59.239,1.84518889206e-05
151.27.30.177,143.46.59.239,5.8144540262e-06
79.244.204.112,241.19.174.245,1.3080210581e-05
131.180.154.92,241.19.174.245,1.07787035356e-05
81.234.170.132,241.19.174.245,1.44604292543e-05
132.111.224.167,241.19.174.245,1.01677708441e-05
52.35.123.120,241.19.174.245,1.99848051727e-05
31.224.97.129,241.19.174.245,6.5204777866e-06
124.16.181.229,241.19.174.245,6.1895610095e-06
246.14.57.42,241.19.174.245,1.07318923324e-05
119.28.244.75,241.19.174.245,4.6186963382e-06
23.155.14.218,241.19.174.245,7.3105677496e-06
97.78.70.17,241.19.174.245,5.305869878e-06
71.50.188.66,241.19.174.245,5.2158899735e-06
208.64.203.132,241.19.174.245,1.5089485564e-06
74.226.124.121,241.19.174.245,5.6896408353e-06
148.170.27.97,241.19.174.245,1.18061522377e-05
175.112.91.200,241.19.174.245,1.55595362626e-05
15.42.17.122,241.19.174.245,1.07031252428e-05
197.10.128.130,241.19.174.245,1.5059380978e-06
99.154.33.52,241.19.174.245,1.42913028718e-05
174.180.184.41,241.19.174.245,6.38502478e-06
106.243.131.241,241.19.174.245,7.1501625404e-06
75.184.50.45,241.19.174.245,8.9979951514e-06
145.27.170.115,241.19.174.245,1.07476646446e-05
122.63.218.42,241.19.174.245,8.1791153675e-06
215.77.50.248,241.19.174.245,1.13697938925e-05
144.110.197.66,241.19.174.245,3.7114364712e-06
248.142.24.28,241.19.174.245,1.50112117756e-05
95.153.133.113,241.19.174.245,1.76584524892e-05
116.189.188.203,241.19.174.245,3.1387431348e-06
77.172.254.15,241.19.174.245,1.72197789821e-05
187.250.182.8,241.19.174.245,1.0649686019e-06
235.92.48.79,241.19.174.245,1.97732059975e-05
33.109.70.69,241.19.174.245,9.9757522253e-06
12.99.78.71,241.19.174.245,5.2595921642e-06
78.136.154.80,241.19.174.245,3.2479856706e-06
130.89.82.228,241.19.174.245,4.9805996106e-06
238.36.13.89,241.19.174.245,1.01961330881e-05
112.105.93.54,241.19.174.245,1.70231720262e-05
1.221.242.237,241.19.174.245,1.53856761702e-05
151.27.30.177,241.19.174.245,1.008502203e-05
79.244.204.112,247.105.67.162,2.3521014608e-06
131.180.154.92,247.105.67.162,1.4558262024e-06
81.234.170.132,247.105.67.162,6.7912539373e-06
132.111.224.167,247.105.67.162,2.7597203558e-06
52.35.123.120,247.105.67.162,9.5779755601e-06
31.224.97.129,247.105.67.162,1.61063378833e-05
124.16.181.229,247.105.67.162,1.24251237161e-05
246.14.57.42,247.105.67.162,5.2162922848e-06
119.28.244.75,247.105.67.162,7.1001829349e-06
23.155.14.218,247.105.67.162,7.5267072019e-06
97.78.70.17,247.105.67.162,1.94903493046e-05
71.50.188.66,247.105.67.162,1.71080852503e-05
208.64.203.132,247.105.67.162,1.2416201293e-06
74.226.124.121,247.105.67.162,1.57257444595e-05
148.170.27.97,247.105.67.162,1.57982226328e-05
175.112.91.200,247.105.67.162,8.4217959988e-06
15.42.17.122,247.105.67.162,8.1386792827e-06
197.10.128.130,247.105.67.162,5.1449204899e-06
99.154.33.52,247.105.67.162,1.94814674162e-05
174.180.184.41,247.105.67.162,7.8429833429e-06
106.243.131.241,247.105.67.162,1.29549715795e-05
75.184.50.45,247.105.67.162,6.182441436e-06
145.27.170.115,247.105.67.162,1.93685779539e-05
122.63.218.42,247.105.67.162,1.4297504356e-06
215.77.50.248,247.105.67.162,1.1660040199e-05
144.110.197.66,247.105.67.162,1.69403553937e-05
248.142.24.28,247.105.67.162,4.4174142452e-06
95.153.133.113,247.105.67.162,5.4479247855e-06
116.189.188.203,247.105.67.162,1.62345179781e-05
77.172.254.15,247.105.67.162,1.53847786604e-05
187.250.182.8,247.105.67.162,1.19018106659e-05
235.92.48.79,247.105.67.162,1.78944344893e-05
33.109.70.69,247.105.67.162,9.3345453031e-06
12.99.78.71,247.105.67.162,7.624066631e-06
78.136.154.80,247.105.67.162,8.7303427815e-06
130.89.82.228,247.105.67.162,9.7606277678e-06
238.36.13.89,247.105.67.162,7.3821708767e-06
112.105.93.54,247.105.67.162,7.7263362357e-06
1.221.242.237,247.105.67.162,8.5519250088e-06
151.27.30.177,247.105.67.162,1.46960085919e-05
79.244.204.112,15.254.48.24,6.8925911069e-06
131.180.154.92,15.254.48.24,1.33739790638e-05
81.234.170.132,15.254.48.24,3.0720128966e-06
132.111.224.167,15.254.48.24,1.51248929879e-05
52.35.123.120,15.254.48.24,2.646293651e-06
31.224.97.129,15.254.48.24,1.97146587789e-05
124.16.181.229,15.254.48.24,1.34200054229e-05
246.14.57.42,15.254.48.24,7.6939721761e-06
119.28.244.75,15.254.48.24,1.5721493127e-05
23.155.14.218,15.254.48.24,2.4448308223e-06
97.78.70.17,15.254.48.24,1.58517758858e-05
71.50.188.66,15.254.48.24,1.99995843682e-05
208.64.203.132,15.254.48.24,1.32677930965e-05
74.226.124.121,15.254.48.24,1.84667480635e-05
148.170.27.97,15.254.48.24,1.66061900046e-05
175.112.91.200,15.254.48.24,9.7246863327e-06
15.42.17.122,15.254.48.24,7.8841629595e-06
197.10.128.130,15.254.48.24,1.92417972437e-05
99.154.33.52,15.254.48.24,1.44839044706e-05
174.180.184.41,15.254.48.24,1.94613665187e-05
106.243.131.241,15.254.48.24,5.6470254022e-06
75.184.50.45,15.254.48.24,5.5623461742e-06
145.27.170.115,15.254.48.24,9.785927439e-06
122.63.218.42,15.254.48.24,7.0718068118e-06
215.77.50.248,15.254.48.24,1.34432199994e-05
144.110.197.66,15.254.48.24,8.2144453356e-06
248.142.24.28,15.254.48.24,3.8644612826e-06
95.153.133.113,15.254.48.24,1.89900982345e-05
116.189.188.203,15.254.48.24,1.98143356105e-05
77.172.254.15,15.254.48.24,4.3986911745e-06
187.250.182.8,15.254.48.24,1.63400756775e-05
235.92.48.79,15.254.48.24,1.15268717475e-05
33.109.70.69,15.254.48.24,3.0436408387e-06
12.99.78.71,15.254.48.24,6.8861854569e-06
78.136.154.80,15.254.48.24,1.989142718e-05
130.89.82.228,15.254.48.24,1.28656744431e-05
238.36.13.89,15.254.48.24,8.1909508856e-06
112.105.93.54,15.254.48.24,1.19322812923e-05
1.221.242.237,15.254.48.24,1.85738697514e-05
151.27.30.177,15.254.48.24,6.4763702023e-06
79.244.204.112,4.67.141.161,1.99378567607e-05
131.180.154.92,4.67.141.161,1.45263948301e-05
81.234.170.132,4.67.141.161,8.9522851644e-06
132.111.224.167,4.67.141.161,7.648025624e-06
52.35.123.120,4.67.141.161,6.1873646314e-06
31.224.97.129,4.67.141.161,1.93801752902e-05
124.16.181.229,4.67.141.161,6.1043321549e-06
246.14.57.42,4.67.141.161,1.18132988526e-05
119.28.244.75,4.67.141.161,1.54097446277e-05
23.155.14.218,4.67.141.161,2.4894557036e-06
97.78.70.17,4.67.141.161,1.15555196669e-05
71.50.188.66,4.67.141.161,1.8724783068e-06
208.64.203.132,4.67.141.161,5.3050436389e-06
74.226.124.121,4.67.141.161,5.3734084473e-06
148.170.27.97,4.67.141.161,1.14711747134e-05
175.112.91.200,4.67.141.161,4.282851366e-06
15.42.17.122,4.67.141.161,7.4928015736e-06
197.10.128.130,4.67.141.161,1.13288987221e-05
99.154.33.52,4.67.141.161,9.5701643612e-06
174.180.184.41,4.67.141.161,1.8779488695e-05
106.243.131.241,4.67.141.161,1.28492795043e-05
75.184.50.45,4.67.141.161,4.9430906499e-06
145.27.170.115,4.67.141.161,2.8215791396e-06
122.63.218.42,4.67.141.161,1.23214866424e-05
215.77.50.248,4.67.141.161,1.5704746897e-06
144.110.197.66,4.67.141.161,7.4039895496e-06
248.142.24.28,4.67.141.161,1.39453119944e-05
95.153.133.113,4.67.141.161,8.5037917431e-06
116.189.188.203,4.67.141.161,5.8739951607e-06
77.172.254.15,4.67.141.161,7.5188236112e-06
187.250.182.8,4.67.141.161,1.93082084001e-05
235.92.48.79,4.67.141.161,9.4031155069e-06
33.109.70.69,4.67.141.161,9.6080597689e-06
12.99.78.71,4.67.141.161,3.1973362029e-06
78.136.154.80,4.67.141.161,1.19311370054e-05
130.89.82.228,4.67.141.161,1.91119437299e-05
238.36.13.89,4.67.141.161,1.55643567772e-05
112.105.93.54,4.67.141.161,1.02345283733e-05
1.221.242.237,4.67.141.161,1.05216932614e-05
151.27.30.177,4.67.141.161,1.01442093244e-05
79.244.204.112,251.57.18.87,1.02582009158e-05
131.180.154.92,251.57.18.87,1.39453286507e-05
81.234.170.132,251.57.18.87,1.89902480671e-05
132.111.224.167,251.57.18.87,2.9031456871e-06
52.35.123.120,251.57.18.87,1.08757656941e-05
31.224.97.129,251.57.18.87,3.410204837e-06
124.16.181.229,251.57.18.87,1.11855736623e-05
246.14.57.42,251.57.18.87,1.9127401535e-06
119.28.244.75,251.57.18.87,1.27396930607e-05
23.155.14.218,251.57.18.87,9.5060636285e-06
97.78.70.17,251.57.18.87,1.71843833798e-05
71.50.188.66,251.57.18.87,1.11131970173e-05
208.64.203.132,251.57.18.87,1.96920840643e-05
74.226.124.121,251.57.18.87,4.3676133187e-06
148.170.27.97,251.57.18.87,2.9188658874e-06
175.112.91.200,251.57.18.87,7.8748561991e-06
15.42.17.122,251.57.18.87,8.3679227325e-06
197.10.128.130,251.57.18.87,1.60686369261e-05
99.154.33.52,251.57.18.87,7.6650309283e-06
174.180.184.41,251.57.18.87,1.21677895897e-05
106.243.131.241,251.57.18.87,1.59201840022e-05
75.184.50.45,251.57.18.87,1.65616791907e-05
145.27.170.115,251.57.18.87,1.7660320615e-06
122.63.218.42,251.57.18.87,1.77423103649e-05
215.77.50.248,251.57.18.87,1.06011704821e-05
144.110.197.66,251.57.18.87,5.2452287202e-06
248.142.24.28,251.57.18.87,1.23201281005e-05
95.153.133.113,251.57.18.87,1.60862601606e-05
116.189.188.203,251.57.18.87,2.8311363168e-06
77.172.254.15,251.57.18.87,1.32389871815e-05
187.250.182.8,251.57.18.87,1.65794283108e-05
235.92.48.79,251.57.18.87,1.3368498399e-05
33.109.70.69,251.57.18.87,3.5909239832e-06
12.99.78.71,251.57.18.87,7.7045403276e-06
78.136.154.80,251.57.18.87,1.90326020695e-05
130.89.82.228,251.57.18.87,1.54573886037e-05
238.36.13.89,251.57.18.87,1.99843174492e-05
112.105.93.54,251.57.18.87,1.63516965628e-05
1.221.242.237,251.57.18.87,6.3819110499e-06
151.27.30.177,251.57.18.87,8.8227532142e-06
79.244.204.112,238.36.107.103,1.85935594499e-05
131.180.154.92,238.36.107.103,9.8575104651e-06
81.234.170.132,238.36.107.103,1.35021709024e-05
132.111.224.167,238.36.107.103,1.46697045589e-05
52.35.123.120,238.36.107.103,1.46977015459e-05
31.224.97.129,238.36.107.103,1.33627812359e-05
124.16.181.229,238.36.107.103,1.515005375e-06
246.14.57.42,238.36.107.103,2.7808751667e-06
119.28.244.75,238.36.107.103,1.13899883352e-05
23.155.14.218,238.36.107.103,1.63033785657e-05
97.78.70.17,238.36.107.103,1.53022458354e-05
71.50.188.66,238.36.107.103,1.80178732039e-05
208.64.203.132,238.36.107.103,1.05682436096e-05
74.226.124.121,238.36.107.103,4.4858556563e-06
148.170.27.97,238.36.107.103,1.06422115754e-05
175.112.91.200,238.36.107.103,1.96852070651e-05
15.42.17.122,238.36.107.103,1.8199304364e-05
197.10.128.130,238.36.107.103,7.2923613435e-06
99.154.33.52,238.36.107.103,1.48272148046e-05
174.180.184.41,238.36.107.103,6.9441807438e-06
106.243.131.241,238.36.107.103,1.0143772915e-05
75.184.50.45,238.36.107.103,1.44951521267e-05
145.27.170.115,238.36.107.103,1.27284158122e-05
122.63.218.42,238.36.107.103,1.64633385385e-05
215.77.50.248,238.36.107.103,1.27568209615e-05
144.110.197.66,238.36.107.103,1.47229437455e-05
248.142.24.28,238.36.107.103,1.56196789156e-05
95.153.133.113,238.36.107.103,1.91151064603e-05
116.189.188.203,238.36.107.103,2.018670913e-06
77.172.254.15,238.36.107.103,1.95113957328e-05
187.250.182.8,238.36.107.103,4.4119717256e-06
235.92.48.79,238.36.107.103,1.69907102943e-05
33.109.70.69,238.36.107.103,1.34665437844e-05
12.99.78.71,238.36.107.103,1.1503995956e-05
78.136.154.80,238.36.107.103,1.46216504335e-05
130.89.82.228,238.36.107.103,3.1891623085e-06
238.36.13.89,238.36.107.103,1.3616488219e-05
112.105.93.54,238.36.107.103,7.6734443294e-06
1.221.242.237,238.36.107.103,1.60112358857e-05
151.27.30.177,238.36.107.103,2.0736622439e-06
79.244.204.112,182.214.79.63,1.65275747112e-05
131.180.154.92,182.214.79.63,5.7826357662e-06
81.234.170.132,182.214.79.63,4.6256769383e-06
132.111.224.167,182.214.79.63,1.55460941142e-05
52.35.123.120,182.214.79.63,6.2445360977e-06
31.224.97.129,182.214.79.63,1.2810169183e-05
124.16.181.229,182.214.79.63,5.2218012538e-06
246.14.57.42,182.214.79.63,1.53091458758e-05
119.28.244.75,182.214.79.63,1.10310990112e-05
23.155.14.218,182.214.79.63,1.97491270691e-05
97.78.70.17,182.214.79.63,2.4679968923e-06
71.50.188.66,182.214.79.63,1.56247758807e-05
208.64.203.132,182.214.79.63,9.1947761051e-06
74.226.124.121,182.214.79.63,1.57383333138e-05
148.170.27.97,182.214.79.63,1.53655321071e-05
175.112.91.200,182.214.79.63,1.41969666312e-05
15.42.17.122,182.214.79.63,1.80391389038e-05
197.10.128.130,182.214.79.63,5.9356978771e-06
99.154.33.52,182.214.79.63,4.9735061866e-06
174.180.184.41,182.214.79.63,1.92319764205e-05
106.243.131.241,182.214.79.63,3.5317831334e-06
75.184.50.45,182.214.79.63,1.1851951023e-05
145.27.170.115,182.214.79.63,2.4008077471e-06
122.63.218.42,182.214.79.63,9.6550634398e-06
215.77.50.248,182.214.79.63,1.9219083229e-06
144.110.197.66,182.214.79.63,1.03251670699e-05
248.142.24.28,182.214.79.63,1.13332994163e-05
95.153.133.113,182.214.79.63,1.51761634807e-05
116.189.188.203,182.214.79.63,1.11110510525e-05
77.172.254.15,182.214.79.63,1.3201281068e-05
187.250.182.8,182.214.79.63,1.58104923373e-05
235.92.48.79,182.214.79.63,3.1553810387e-06
33.109.70.69,182.214.79.63,1.73056949021e-05
12.99.78.71,182.214.79.63,1.59337542821e-05
78.136.154.80,182.214.79.63,9.4534607415e-06
130.89.82.228,182.214.79.63,7.2761154726e-06
238.36.13.89,182.214.79.63,1.78969928022e-05
112.105.93.54,182.214.79.63,1.92535733255e-05
1.221.242.237,182.214.79.63,1.36105946476e-05
151.27.30.177,182.214.79.63,1.88448767564e-05
79.244.204.112,103.92.3.12,9.5278156554e-06
131.180.154.92,103.92.3.12,1.00371298342e-05
81.234.170.132,103.92.3.12,6.0098584568e-06
132.111.224.167,103.92.3.12,1.3868452782e-06
52.35.123.120,103.92.3.12,1.42572373904e-05
31.224.97.129,103.92.3.12,9.7015141556e-06
124.16.181.229,103.92.3.12,6.4448734946e-06
246.14.57.42,103.92.3.12,9.9184260701e-06
119.28.244.75,103.92.3.12,8.9164187716e-06
23.155.14.218,103.92.3.12,9.6514639145e-06
97.78.70.17,103.92.3.12,7.4919315692e-06
71.50.188.66,103.92.3.12,5.901476438e-06
208.64.203.132,103.92.3.12,1.77731506129e-05
74.226.124.121,103.92.3.12,3.3691645333e-06
148.170.27.97,103.92.3.12,8.8265234197e-06
175.112.91.200,103.92.3.12,1.42310994503e-05
15.42.17.122,103.92.3.12,1.42035918611e-05
197.10.128.130,103.92.3.12,7.629077928e-06
